team_player,team_name,player,seed,games_played,ppg,weighted_ppg,exp_games,proj_pts,w_proj_pts,home_ppg,away_ppg,home_away_diff,max_pts_l15,three_pm,three_pa,kenpom_exp_games,kenpom_proj,kenpom_nl_exp_games,kenpom_nl_proj
South Florida Bulls - Daimion Collins,South Florida Bulls,Daimion Collins,11,31,4.23,4.27,1.6,6.77,6.83,4.25,4.2,0.05,12,0.1,0.58,1.21,5.17,1.376,5.88
Lehigh Mountain Hawks - Andrew Urosevic,Lehigh Mountain Hawks,Andrew Urosevic,16,26,6.42,5.84,1.0,6.42,5.84,7.46,5.38,2.08,12,1.46,4.54,1.51,8.82,1.001,5.85
Iowa Hawkeyes - Brendan Hausen,Iowa Hawkeyes,Brendan Hausen,9,21,3.95,3.26,1.4,5.53,4.56,5.09,2.7,2.39,13,1.05,3.19,1.74,5.67,1.791,5.84
Tennessee State Tigers - Jalen Pitre,Tennessee State Tigers,Jalen Pitre,15,29,6.0,5.73,1.1,6.6,6.3,6.25,5.82,0.43,11,0.03,0.17,1.0,5.73,1.017,5.83
Utah State Aggies - Zach Keller,Utah State Aggies,Zach Keller,9,33,3.48,3.54,1.4,4.87,4.96,4.47,2.14,2.33,11,0.24,0.48,1.57,5.56,1.642,5.81
UCF Knights - Carmelo Pacheco,UCF Knights,Carmelo Pacheco,10,30,4.67,4.0,1.6,7.47,6.4,4.84,4.36,0.48,9,1.4,3.53,1.28,5.12,1.45,5.8
Iowa Hawkeyes - Trevin Jirak,Iowa Hawkeyes,Trevin Jirak,9,16,3.62,3.23,1.4,5.07,4.52,4.67,0.5,4.17,10,0.19,1.06,1.74,5.62,1.791,5.78
Louisville Cardinals - Vangelis Zougris,Louisville Cardinals,Vangelis Zougris,6,25,2.28,2.49,2.0,4.56,4.98,1.93,2.8,-0.87,8,0.0,0.0,2.31,5.75,2.304,5.74
Illinois Fighting Illini - Brandon Lee,Illinois Fighting Illini,Brandon Lee,3,16,1.62,1.65,3.0,4.86,4.95,2.2,0.67,1.53,5,0.0,0.06,3.65,6.02,3.463,5.71
SMU Mustangs - Jermaine O'Neal Jr.,SMU Mustangs,Jermaine O'Neal Jr.,11,33,4.61,4.26,1.6,7.38,6.82,5.65,3.0,2.65,16,0.7,1.85,2.06,8.78,1.336,5.69
UCLA Bruins - Eric Freeny,UCLA Bruins,Eric Freeny,7,26,2.15,2.79,1.9,4.08,5.3,2.33,1.91,0.42,10,0.38,1.04,2.01,5.61,2.041,5.69
Hofstra Pride - Victory Onuetu,Hofstra Pride,Victory Onuetu,13,32,4.53,4.78,1.2,5.44,5.74,3.57,5.28,-1.71,13,0.0,0.0,1.06,5.07,1.188,5.68
South Florida Bulls - Gavin Hightower,South Florida Bulls,Gavin Hightower,11,25,3.76,4.1,1.6,6.02,6.56,4.07,3.36,0.71,21,0.04,0.2,1.21,4.96,1.376,5.64
Wright State Raiders - Logan Woods,Wright State Raiders,Logan Woods,14,32,5.09,5.23,1.2,6.11,6.28,4.44,5.75,-1.31,16,0.75,2.38,1.01,5.28,1.076,5.63
VCU Rams - Ahmad Nowell,VCU Rams,Ahmad Nowell,11,27,4.7,3.7,1.6,7.52,5.92,4.41,5.2,-0.79,14,0.89,2.15,1.39,5.14,1.519,5.62
Texas Longhorns - Nic Codie,Texas Longhorns,Nic Codie,11,20,4.0,4.41,1.6,6.4,7.06,3.23,5.43,-2.2,11,0.05,0.6,1.67,7.36,1.274,5.62
Utah State Aggies - Tucker Anderson,Utah State Aggies,Tucker Anderson,9,24,3.21,3.42,1.4,4.49,4.79,2.62,3.91,-1.29,15,0.62,1.88,1.57,5.37,1.642,5.62
California Baptist Lancers - Bradey Henige,California Baptist Lancers,Bradey Henige,13,32,4.94,4.86,1.2,5.93,5.83,4.5,5.38,-0.88,11,0.0,0.0,1.03,5.01,1.156,5.62
UMBC Retrievers - Daylon Dickerson,UMBC Retrievers,Daylon Dickerson,16,19,5.32,5.54,1.0,5.32,5.54,5.0,5.6,-0.6,18,0.11,0.37,1.56,8.64,1.003,5.56
Long Island University Sharks - Shadrak Lasu,Long Island University Sharks,Shadrak Lasu,16,32,5.22,5.51,1.0,5.22,5.51,5.87,4.65,1.22,13,0.25,0.53,1.0,5.51,1.004,5.53
High Point Panthers - Vincent Brady II,High Point Panthers,Vincent Brady II,12,22,4.59,4.61,1.6,7.34,7.38,4.92,4.11,0.81,13,0.64,2.64,1.07,4.93,1.197,5.52
Miami (OH) RedHawks - Trey Perry,Miami (OH) RedHawks,Trey Perry,11,27,4.93,5.28,1.6,7.89,8.45,4.15,5.64,-1.49,21,0.44,1.26,1.17,6.18,1.043,5.51
Saint Mary's Gaels - Rory Hawke,Saint Mary's Gaels,Rory Hawke,7,30,2.47,2.93,1.9,4.69,5.57,2.12,2.92,-0.81,10,0.13,0.6,1.8,5.27,1.878,5.5
NC State Wolfpack - Terrance Arceneaux,NC State Wolfpack,Terrance Arceneaux,11,29,3.93,4.23,1.6,6.29,6.77,2.38,5.85,-3.47,11,0.52,1.59,1.75,7.4,1.299,5.49
Kennesaw State Owls - Darius Washington III,Kennesaw State Owls,Darius Washington III,14,21,4.48,5.26,1.2,5.38,6.31,4.89,4.17,0.72,13,0.29,1.1,1.0,5.26,1.04,5.47
Florida Gators - Cooper Josefsberg,Florida Gators,Cooper Josefsberg,1,2,1.5,1.45,4.3,6.45,6.24,1.5,,,3,0.5,0.5,4.11,5.96,3.768,5.46
Georgia Bulldogs - Justin Abson,Georgia Bulldogs,Justin Abson,8,30,2.93,3.26,1.5,4.4,4.89,3.05,2.7,0.35,7,0.0,0.07,1.62,5.28,1.672,5.45
Tennessee State Tigers - Carlous Williams,Tennessee State Tigers,Carlous Williams,15,28,5.18,5.28,1.1,5.7,5.81,7.0,3.81,3.19,17,0.5,1.57,1.0,5.28,1.017,5.37
Villanova Wildcats - Chris Jeffrey,Villanova Wildcats,Chris Jeffrey,8,21,3.19,3.38,1.5,4.78,5.07,2.62,4.12,-1.51,12,0.24,0.67,1.49,5.04,1.582,5.35
UCF Knights - George Beale Jr.,UCF Knights,George Beale Jr.,10,24,3.67,3.69,1.6,5.87,5.9,3.31,4.38,-1.06,11,0.79,2.33,1.28,4.72,1.45,5.35
Illinois Fighting Illini - AJ Redd,Illinois Fighting Illini,AJ Redd,3,9,1.44,1.54,3.0,4.32,4.62,1.62,0.0,1.62,5,0.11,0.33,3.65,5.62,3.463,5.33
Hawai'i Rainbow Warriors - Aaron Hunkin-Claytor,Hawai'i Rainbow Warriors,Aaron Hunkin-Claytor,13,15,5.33,4.79,1.2,6.4,5.75,6.2,3.6,2.6,18,0.4,1.2,1.02,4.89,1.111,5.32
Florida Gators - Alex Lloyd,Florida Gators,Alex Lloyd,1,16,1.19,1.41,4.3,5.12,6.06,1.27,1.0,0.27,5,0.25,1.12,4.11,5.8,3.768,5.31
North Carolina Tar Heels - Kyan Evans,North Carolina Tar Heels,Kyan Evans,6,32,4.09,2.92,2.0,8.18,5.84,5.19,2.0,3.19,9,1.0,3.28,1.74,5.08,1.811,5.29
Missouri Tigers - Annor Boateng,Missouri Tigers,Annor Boateng,10,15,2.73,3.59,1.6,4.37,5.74,4.38,0.86,3.52,12,0.33,1.33,1.32,4.74,1.468,5.27
Tennessee State Tigers - Khalil London,Tennessee State Tigers,Khalil London,15,21,5.62,5.11,1.1,6.18,5.62,4.25,6.46,-2.21,14,0.67,2.76,1.0,5.11,1.017,5.2
Texas Longhorns - Lassina Traore,Texas Longhorns,Lassina Traore,11,23,3.43,4.04,1.6,5.49,6.46,3.4,3.5,-0.1,10,0.0,0.04,1.67,6.75,1.274,5.15
Idaho Vandals - Seth Joba,Idaho Vandals,Seth Joba,15,32,5.09,4.98,1.1,5.6,5.48,6.25,4.4,1.85,13,0.91,2.44,1.0,4.98,1.035,5.15
South Florida Bulls - Adriel Nyorha,South Florida Bulls,Adriel Nyorha,11,25,3.68,3.73,1.6,5.89,5.97,3.87,3.4,0.47,14,0.36,1.12,1.21,4.51,1.376,5.13
UCLA Bruins - Jamar Brown,UCLA Bruins,Jamar Brown,7,34,3.94,2.51,1.9,7.49,4.77,4.14,3.62,0.53,6,0.71,2.15,2.01,5.05,2.041,5.12
Wisconsin Badgers - Jack Janicki,Wisconsin Badgers,Jack Janicki,5,26,2.23,2.13,2.1,4.68,4.47,2.88,1.2,1.68,9,0.5,1.81,2.36,5.03,2.366,5.04
Furman Paladins - Cole Bowser,Furman Paladins,Cole Bowser,15,19,5.11,4.79,1.1,5.62,5.27,3.88,6.0,-2.12,13,0.74,2.05,1.0,4.79,1.045,5.01
Saint Mary's Gaels - Tony Duckett,Saint Mary's Gaels,Tony Duckett,7,20,2.95,2.66,1.9,5.6,5.05,3.67,1.88,1.79,8,0.1,0.45,1.8,4.79,1.878,5.0
Lehigh Mountain Hawks - Caleb Thomas,Lehigh Mountain Hawks,Caleb Thomas,16,20,5.05,4.87,1.0,5.05,4.87,4.88,5.17,-0.29,10,0.3,1.45,1.51,7.35,1.001,4.87
TCU Horned Frogs - Kayden Edwards,TCU Horned Frogs,Kayden Edwards,9,13,3.46,3.34,1.4,4.84,4.68,4.22,1.75,2.47,14,0.77,1.77,1.33,4.44,1.454,4.86
Pennsylvania Quakers - Dalton Scantlebury,Pennsylvania Quakers,Dalton Scantlebury,14,27,5.56,4.66,1.2,6.67,5.59,6.75,4.6,2.15,12,0.0,0.0,1.0,4.66,1.034,4.82
Florida Gators - Viktor Mikic,Florida Gators,Viktor Mikic,1,16,1.25,1.28,4.3,5.38,5.5,1.36,1.0,0.36,4,0.06,0.12,4.11,5.26,3.768,4.82
Prairie View A&M Panthers - Keeshawn Mason,Prairie View A&M Panthers,Keeshawn Mason,16,23,4.57,4.79,1.0,4.57,4.79,4.14,4.75,-0.61,15,0.35,0.87,1.49,7.14,1.001,4.79
Kansas Jayhawks - Jayden Dawson,Kansas Jayhawks,Jayden Dawson,4,24,2.12,1.91,2.6,5.51,4.97,2.64,1.4,1.24,3,0.5,1.79,2.49,4.76,2.503,4.78
Texas Tech Red Raiders - Leon Horner,Texas Tech Red Raiders,Leon Horner,5,22,2.41,2.0,2.1,5.06,4.2,2.21,2.75,-0.54,6,0.18,0.45,2.42,4.84,2.377,4.75
Arizona Wildcats - Sidi Gueye,Arizona Wildcats,Sidi Gueye,1,24,1.21,1.09,4.3,5.2,4.69,1.53,0.0,1.53,5,0.0,0.0,4.96,5.41,4.359,4.75
TCU Horned Frogs - Jace Posey,TCU Horned Frogs,Jace Posey,9,26,4.62,3.23,1.4,6.47,4.52,4.41,5.0,-0.59,9,0.08,0.5,1.33,4.3,1.454,4.7
Houston Cougars - Kordel Jefferson,Houston Cougars,Kordel Jefferson,2,3,1.33,1.33,3.7,4.92,4.92,1.33,,,4,0.0,0.67,3.82,5.08,3.52,4.68
Nebraska Cornhuskers - Leo Curtis,Nebraska Cornhuskers,Leo Curtis,4,15,1.67,1.73,2.6,4.34,4.5,1.9,1.2,0.7,6,0.0,0.13,2.64,4.57,2.697,4.67
Pennsylvania Quakers - Augustus Gerhart,Pennsylvania Quakers,Augustus Gerhart,14,28,5.36,4.52,1.2,6.43,5.42,5.85,4.93,0.91,13,0.0,0.0,1.0,4.52,1.034,4.67
Villanova Wildcats - Tafara Gapare,Villanova Wildcats,Tafara Gapare,8,9,2.89,2.92,1.5,4.34,4.38,2.83,3.0,-0.17,6,0.33,1.56,1.49,4.35,1.582,4.62
Michigan Wolverines - Charlie May,Michigan Wolverines,Charlie May,1,4,1.0,1.05,4.3,4.3,4.51,1.0,,,3,0.25,0.5,4.82,5.06,4.392,4.61
Illinois Fighting Illini - Jason Jakstys,Illinois Fighting Illini,Jason Jakstys,3,9,1.33,1.32,3.0,3.99,3.96,1.33,,,4,0.0,0.0,3.65,4.82,3.463,4.57
Tennessee Volunteers - Troy Henderson,Tennessee Volunteers,Troy Henderson,6,25,1.96,1.96,2.0,3.92,3.92,2.0,1.83,0.17,9,0.6,1.76,2.35,4.61,2.334,4.57
Virginia Cavaliers - Elijah Gertrude,Virginia Cavaliers,Elijah Gertrude,3,17,1.71,1.62,3.0,5.13,4.86,2.45,0.33,2.12,11,0.12,0.82,2.81,4.55,2.799,4.53
Pennsylvania Quakers - Jay Jones,Pennsylvania Quakers,Jay Jones,14,25,3.76,4.36,1.2,4.51,5.23,4.09,3.5,0.59,17,0.24,0.64,1.0,4.36,1.034,4.51
Louisville Cardinals - Kasean Pryor,Louisville Cardinals,Kasean Pryor,6,22,2.32,1.94,2.0,4.64,3.88,3.08,1.22,1.85,10,0.23,1.0,2.31,4.48,2.304,4.47
St. John's Red Storm - Sadiku Ibine Ayo,St. John's Red Storm,Sadiku Ibine Ayo,5,28,1.89,1.8,2.1,3.97,3.78,2.11,1.44,0.66,8,0.21,0.68,2.54,4.57,2.47,4.45
Siena Saints - Riley Mulvey,Siena Saints,Riley Mulvey,16,25,3.8,4.37,1.0,3.8,4.37,3.82,3.79,0.03,13,0.0,0.04,1.0,4.37,1.01,4.41
Hawai'i Rainbow Warriors - Yacine Toumi,Hawai'i Rainbow Warriors,Yacine Toumi,13,27,4.11,3.93,1.2,4.93,4.72,4.44,3.44,1.0,11,0.0,0.0,1.02,4.01,1.111,4.37
Ohio State Buckeyes - Ivan Njegovan,Ohio State Buckeyes,Ivan Njegovan,8,29,2.72,2.44,1.5,4.08,3.66,2.79,2.6,0.19,6,0.07,0.1,1.73,4.22,1.784,4.35
BYU Cougars - Aleksej Kostić,BYU Cougars,Aleksej Kostić,6,17,2.53,2.19,2.0,5.06,4.38,3.07,0.0,3.07,15,0.71,2.0,1.92,4.2,1.964,4.3
Clemson Tigers - Chase Thompson,Clemson Tigers,Chase Thompson,8,34,2.26,2.78,1.5,3.39,4.17,2.79,1.6,1.19,10,0.29,0.74,1.41,3.92,1.548,4.3
Idaho Vandals - Trevon Blassingame,Idaho Vandals,Trevon Blassingame,15,31,3.52,4.14,1.1,3.87,4.55,3.73,3.4,0.33,12,0.65,1.74,1.0,4.14,1.035,4.28
BYU Cougars - Mihailo Boškovic,BYU Cougars,Mihailo Boškovic,6,9,2.44,2.16,2.0,4.88,4.32,5.5,0.0,5.5,13,0.33,1.89,1.92,4.15,1.964,4.24
Purdue Boilermakers - Aaron Fine,Purdue Boilermakers,Aaron Fine,2,9,1.22,1.2,3.7,4.51,4.44,1.38,0.0,1.38,2,0.0,0.0,3.75,4.5,3.503,4.2
UMBC Retrievers - Devin Ceaser,UMBC Retrievers,Devin Ceaser,16,3,4.33,4.17,1.0,4.33,4.17,2.0,5.5,-3.5,9,1.0,2.67,1.56,6.51,1.003,4.18
VCU Rams - Keyshawn Mitchell,VCU Rams,Keyshawn Mitchell,11,19,3.37,2.74,1.6,5.39,4.38,4.17,2.0,2.17,10,0.26,1.26,1.39,3.81,1.519,4.16
Saint Mary's Gaels - Mantas Juzenas,Saint Mary's Gaels,Mantas Juzenas,7,24,2.12,2.21,1.9,4.03,4.2,3.46,0.55,2.92,12,0.58,1.25,1.8,3.98,1.878,4.15
Lehigh Mountain Hawks - Jalen Vazquez,Lehigh Mountain Hawks,Jalen Vazquez,16,29,4.03,4.14,1.0,4.03,4.14,4.13,3.93,0.2,15,0.38,1.24,1.51,6.25,1.001,4.14
South Florida Bulls - Caleb Sanders,South Florida Bulls,Caleb Sanders,11,10,3.0,3.01,1.6,4.8,4.82,4.4,1.6,2.8,12,0.3,0.7,1.21,3.64,1.376,4.14
Furman Paladins - Collin O'Neal,Furman Paladins,Collin O'Neal,15,15,3.33,3.94,1.1,3.66,4.33,2.0,4.5,-2.5,12,0.67,1.6,1.0,3.94,1.045,4.12
Ohio State Buckeyes - Puff Johnson,Ohio State Buckeyes,Puff Johnson,8,9,2.33,2.3,1.5,3.5,3.45,3.5,1.4,2.1,8,0.33,0.78,1.73,3.98,1.784,4.1
BYU Cougars - Khadim Mboup,BYU Cougars,Khadim Mboup,6,33,2.3,2.09,2.0,4.6,4.18,2.9,1.38,1.52,8,0.06,0.36,1.92,4.01,1.964,4.1
Northern Iowa Panthers - Kyle Pock,Northern Iowa Panthers,Kyle Pock,12,32,3.56,3.23,1.6,5.7,5.17,2.71,4.53,-1.83,15,0.84,2.5,1.09,3.52,1.269,4.1
TCU Horned Frogs - RJ Jones,TCU Horned Frogs,RJ Jones,9,8,2.88,2.81,1.4,4.03,3.93,3.83,0.0,3.83,14,0.75,2.12,1.33,3.74,1.454,4.09
Akron Zips - Chabi Barre,Akron Zips,Chabi Barre,12,16,3.0,3.19,1.6,4.8,5.1,3.67,2.14,1.52,10,0.0,0.0,1.12,3.57,1.277,4.07
UMBC Retrievers - Riley Jacobs,UMBC Retrievers,Riley Jacobs,16,29,4.24,4.05,1.0,4.24,4.05,3.07,5.5,-2.43,10,0.0,0.31,1.56,6.32,1.003,4.06
McNeese Cowboys - Carl Cherenfant,McNeese Cowboys,Carl Cherenfant,12,30,3.73,3.25,1.6,5.97,5.2,4.6,2.87,1.73,6,0.17,0.77,1.07,3.48,1.228,3.99
UConn Huskies - Dwayne Koroma,UConn Huskies,Dwayne Koroma,2,16,1.5,1.26,3.7,5.55,4.66,1.85,0.0,1.85,8,0.0,0.0,3.28,4.13,3.155,3.98
Troy Trojans - Kerrington Kiel,Troy Trojans,Kerrington Kiel,13,31,3.61,3.66,1.2,4.33,4.39,3.47,3.75,-0.28,9,0.35,1.48,1.01,3.7,1.08,3.95
Texas A&M Aggies - Federiko Federiko,Texas A&M Aggies,Federiko Federiko,10,31,1.84,2.61,1.6,2.94,4.18,2.47,0.83,1.64,9,0.0,0.0,1.36,3.55,1.508,3.94
BYU Cougars - Dominique Diomande,BYU Cougars,Dominique Diomande,6,23,2.0,1.98,2.0,4.0,3.96,2.07,1.88,0.19,6,0.09,0.65,1.92,3.8,1.964,3.89
UCF Knights - Jeremy Foumena,UCF Knights,Jeremy Foumena,10,26,3.54,2.67,1.6,5.66,4.27,4.33,1.75,2.58,12,0.0,0.04,1.28,3.42,1.45,3.87
Long Island University Sharks - Isaiah Miranda,Long Island University Sharks,Isaiah Miranda,16,12,4.0,3.81,1.0,4.0,3.81,3.0,4.33,-1.33,12,0.17,1.08,1.0,3.81,1.004,3.83
Northern Iowa Panthers - RJ Taylor,Northern Iowa Panthers,RJ Taylor,12,28,2.54,3.02,1.6,4.06,4.83,1.73,3.46,-1.73,10,0.39,1.0,1.09,3.29,1.269,3.83
Furman Paladins - Mason Smith,Furman Paladins,Mason Smith,15,4,3.5,3.65,1.1,3.85,4.02,4.0,3.0,1.0,6,1.0,2.75,1.0,3.65,1.045,3.81
Queens University Royals - Isaiah Henry,Queens University Royals,Isaiah Henry,15,24,2.88,3.67,1.1,3.17,4.04,2.92,2.83,0.08,10,0.12,0.62,1.0,3.67,1.027,3.77
Furman Paladins - Abijah Franklin,Furman Paladins,Abijah Franklin,15,20,4.1,3.6,1.1,4.51,3.96,4.11,4.09,0.02,14,0.6,1.75,1.0,3.6,1.045,3.76
Siena Saints - Christian Jones,Siena Saints,Christian Jones,16,34,4.29,3.58,1.0,4.29,3.58,3.44,5.06,-1.62,10,0.94,2.85,1.0,3.58,1.01,3.62
Lehigh Mountain Hawks - Peter Kramer,Lehigh Mountain Hawks,Peter Kramer,16,32,3.84,3.62,1.0,3.84,3.62,3.5,4.19,-0.69,11,0.97,2.53,1.51,5.47,1.001,3.62
Hofstra Pride - Jaeden Roberts,Hofstra Pride,Jaeden Roberts,13,21,3.57,3.03,1.2,4.28,3.64,1.92,5.78,-3.86,11,0.76,1.86,1.06,3.21,1.188,3.6
North Dakota State Bison - Emil Skytta,North Dakota State Bison,Emil Skytta,14,23,3.35,3.26,1.2,4.02,3.91,3.77,2.8,0.97,9,0.04,0.26,1.01,3.29,1.097,3.58
South Florida Bulls - Xavier Brown,South Florida Bulls,Xavier Brown,11,3,2.67,2.58,1.6,4.27,4.13,1.0,6.0,-5.0,6,0.67,2.0,1.21,3.12,1.376,3.55
Troy Trojans - Austin Cross,Troy Trojans,Austin Cross,13,31,3.19,3.29,1.2,3.83,3.95,2.93,3.44,-0.5,7,0.77,2.39,1.01,3.32,1.08,3.55
St. John's Red Storm - Kelvin Odih,St. John's Red Storm,Kelvin Odih,5,10,1.5,1.42,2.1,3.15,2.98,1.62,1.0,0.62,5,0.0,0.1,2.54,3.61,2.47,3.51
Queens University Royals - Gus Larson,Queens University Royals,Gus Larson,15,33,3.15,3.38,1.1,3.47,3.72,3.36,3.0,0.36,13,0.09,0.45,1.0,3.38,1.027,3.47
Northern Iowa Panthers - Ismael Diouf,Northern Iowa Panthers,Ismael Diouf,12,33,2.97,2.72,1.6,4.75,4.35,3.12,2.82,0.3,8,0.33,1.36,1.09,2.96,1.269,3.45
Vanderbilt Commodores - Mike James,Vanderbilt Commodores,Mike James,5,22,1.45,1.33,2.1,3.04,2.79,1.67,1.0,0.67,9,0.36,1.09,2.68,3.56,2.586,3.44
BYU Cougars - Tyler Mrus,BYU Cougars,Tyler Mrus,6,27,2.0,1.74,2.0,4.0,3.48,2.88,0.5,2.38,8,0.52,1.74,1.92,3.34,1.964,3.42
Ohio State Buckeyes - Gabe Cupps,Ohio State Buckeyes,Gabe Cupps,8,32,1.62,1.91,1.5,2.43,2.86,1.3,2.17,-0.87,5,0.19,0.78,1.73,3.3,1.784,3.41
Long Island University Sharks - Faheim Meran,Long Island University Sharks,Faheim Meran,16,18,3.11,3.35,1.0,3.11,3.35,0.8,4.0,-3.2,11,0.61,1.67,1.0,3.35,1.004,3.36
UMBC Retrievers - Cougar Downing,UMBC Retrievers,Cougar Downing,16,28,3.14,3.35,1.0,3.14,3.35,3.6,2.62,0.98,8,0.75,2.18,1.56,5.23,1.003,3.36
Clemson Tigers - Dallas Thomas,Clemson Tigers,Dallas Thomas,8,21,2.19,2.16,1.5,3.28,3.24,3.0,1.3,1.7,8,0.52,0.9,1.41,3.05,1.548,3.34
South Florida Bulls - Devin Haid,South Florida Bulls,Devin Haid,11,22,2.82,2.42,1.6,4.51,3.87,2.86,2.75,0.11,8,0.36,1.36,1.21,2.93,1.376,3.33
Saint Louis Billikens - Jax Kerr,Saint Louis Billikens,Jax Kerr,9,16,2.38,2.2,1.4,3.33,3.08,2.67,1.5,1.17,9,0.19,1.19,1.43,3.15,1.506,3.31
Wisconsin Badgers - Hayden Jones,Wisconsin Badgers,Hayden Jones,5,27,1.67,1.39,2.1,3.51,2.92,1.82,1.4,0.42,6,0.04,0.07,2.36,3.28,2.366,3.29
SMU Mustangs - Sam Walters,SMU Mustangs,Sam Walters,11,23,2.52,2.45,1.6,4.03,3.92,2.53,2.5,0.03,6,0.61,1.7,2.06,5.05,1.336,3.27
Arizona Wildcats - Evan Nelson,Arizona Wildcats,Evan Nelson,1,22,0.64,0.75,4.3,2.75,3.22,0.82,0.0,0.82,5,0.18,0.41,4.96,3.72,4.359,3.27
Iowa State Cyclones - Xzavion Mitchell,Iowa State Cyclones,Xzavion Mitchell,2,7,1.0,0.91,3.7,3.7,3.37,1.0,,,6,0.29,0.86,3.85,3.5,3.572,3.25
Missouri Tigers - Trent Burns,Missouri Tigers,Trent Burns,10,21,2.05,2.21,1.6,3.28,3.54,1.91,2.2,-0.29,8,0.05,0.62,1.32,2.92,1.468,3.24
Pennsylvania Quakers - Lucas Lueth,Pennsylvania Quakers,Lucas Lueth,14,27,2.96,3.13,1.2,3.55,3.76,4.46,1.57,2.89,11,0.22,1.04,1.0,3.13,1.034,3.24
McNeese Cowboys - Peitok Machar,McNeese Cowboys,Peitok Machar,12,31,3.39,2.61,1.6,5.42,4.18,3.07,3.69,-0.62,9,0.0,0.03,1.07,2.79,1.228,3.21
Wright State Raiders - Bryan Etumnu,Wright State Raiders,Bryan Etumnu,14,15,3.0,2.98,1.2,3.6,3.58,1.8,3.6,-1.8,14,0.6,2.0,1.01,3.01,1.076,3.21
Saint Mary's Gaels - Kevin Gad,Saint Mary's Gaels,Kevin Gad,7,6,1.67,1.71,1.9,3.17,3.25,2.0,0.0,2.0,7,0.33,0.83,1.8,3.08,1.878,3.21
Prairie View A&M Panthers - Elijah Mitchell,Prairie View A&M Panthers,Elijah Mitchell,16,22,2.55,3.2,1.0,2.55,3.2,3.25,2.14,1.11,10,0.32,0.73,1.49,4.77,1.001,3.2
UCLA Bruins - Steven Jamerson II,UCLA Bruins,Steven Jamerson II,7,33,1.85,1.55,1.9,3.52,2.94,1.76,2.0,-0.24,5,0.0,0.0,2.01,3.12,2.041,3.16
Duke Blue Devils - Ifeanyi Ufochukwu,Duke Blue Devils,Ifeanyi Ufochukwu,1,5,0.8,0.72,4.3,3.44,3.1,1.0,0.0,1.0,2,0.0,0.0,5.1,3.67,4.394,3.16
North Carolina Tar Heels - Isaiah Denis,North Carolina Tar Heels,Isaiah Denis,6,10,1.9,1.69,2.0,3.8,3.38,2.11,0.0,2.11,6,0.4,0.8,1.74,2.94,1.811,3.06
Siena Saints - Isaiah Henderson,Siena Saints,Isaiah Henderson,16,28,3.79,3.03,1.0,3.79,3.03,4.36,3.21,1.14,15,0.75,2.46,1.0,3.03,1.01,3.06
Alabama Crimson Tide - Noah Williamson,Alabama Crimson Tide,Noah Williamson,4,30,1.1,1.2,2.6,2.86,3.12,1.6,0.1,1.5,4,0.07,0.87,2.58,3.1,2.54,3.05
Tennessee State Tigers - Kavien Jones,Tennessee State Tigers,Kavien Jones,15,26,2.73,3.0,1.1,3.0,3.3,1.55,3.6,-2.05,8,0.04,0.15,1.0,3.0,1.017,3.05
Santa Clara Broncos - Brendan Yarusso,Santa Clara Broncos,Brendan Yarusso,10,8,2.0,1.91,1.6,3.2,3.06,2.29,0.0,2.29,8,0.5,1.38,1.47,2.81,1.589,3.03
California Baptist Lancers - Miles Daniels,California Baptist Lancers,Miles Daniels,13,21,2.38,2.55,1.2,2.86,3.06,3.27,1.4,1.87,11,0.33,0.9,1.03,2.63,1.156,2.95
California Baptist Lancers - Rene D'Amelio,California Baptist Lancers,Rene D'Amelio,13,18,2.61,2.53,1.2,3.13,3.04,2.38,2.8,-0.42,6,0.11,0.44,1.03,2.61,1.156,2.92
North Dakota State Bison - Carson Smith,North Dakota State Bison,Carson Smith,14,20,2.45,2.66,1.2,2.94,3.19,1.33,3.36,-2.03,6,0.2,1.25,1.01,2.69,1.097,2.92
Howard Bison - Danas Kazakevicius,Howard Bison,Danas Kazakevicius,16,28,3.32,2.91,1.0,3.32,2.91,3.87,2.69,1.17,19,0.04,0.14,1.44,4.19,1.002,2.92
North Carolina Tar Heels - Jaydon Young,North Carolina Tar Heels,Jaydon Young,6,30,1.83,1.6,2.0,3.66,3.2,1.95,1.64,0.31,5,0.43,1.53,1.74,2.78,1.811,2.9
Kansas Jayhawks - Wilder Evers,Kansas Jayhawks,Wilder Evers,4,7,1.14,1.16,2.6,2.96,3.02,1.33,0.0,1.33,5,0.29,0.57,2.49,2.89,2.503,2.9
Wright State Raiders - Alex Bruskotter,Wright State Raiders,Alex Bruskotter,14,13,3.23,2.68,1.2,3.88,3.22,1.71,5.0,-3.29,25,0.46,0.69,1.01,2.71,1.076,2.88
Iowa State Cyclones - Eric Mulder,Iowa State Cyclones,Eric Mulder,2,19,0.89,0.8,3.7,3.29,2.96,1.0,0.6,0.4,4,0.05,0.05,3.85,3.08,3.572,2.86
Kennesaw State Owls - Perry Smith Jr.,Kennesaw State Owls,Perry Smith Jr.,14,23,2.74,2.74,1.2,3.29,3.29,3.0,2.57,0.43,10,0.0,0.04,1.0,2.74,1.04,2.85
Idaho Vandals - Miles Klapper,Idaho Vandals,Miles Klapper,15,26,2.77,2.73,1.1,3.05,3.0,3.6,2.25,1.35,11,0.35,1.04,1.0,2.73,1.035,2.83
